"","AKT (pS473)","AKT(pT308)","Bcl-2","Bcl-2 (pS70)","Bcl-xL","Bim","Btk (pY223)/Itk (pY180)","Btk (pY551) & p-Itk (pY511)","Mcl-1","MEK1 (pS218)/MEK2 (pS222)","MEK1 (pS298)","mTOR (pS2448)","NF-κB p65 (pS529)","p38 MAPK (pT180/182)","p44/42 MAPK (pT202/Y204)","p53(pS37)","p90RSK (pS380)","PLC-γ2 (pY759)","Rb (pS807/S811)","S6-ribosomal protein (pS235/236)","SAPK/JNK (pT183/Y185)","STAT1 (pS727)","STAT1 (pY701)","STAT3 (pS727)","STAT3 (pY705)","STAT5 (pY694)","STAT6 (pY641)","SYK (pY525/526)","TBK1 (pS172)","Tyrosine (pY100)","ZAP70/Syk (pY319/Y352)"
"040",0.0438817695613152,-0.481635057133582,1.928710257563,-0.528881733834976,1.89896746764814,2.10563724310234,1.57964513593962,-0.706159967589982,0.103685374165757,-0.7162974536541,-0.596496679957938,-0.29027077602182,-0.563873881757936,-0.681756149728455,-0.121900043135648,-0.726006330046306,-0.420649688509246,-0.471561895352026,-0.581593477210248,2.71710779477284,0.696755229465788,-0.750715119687969,-0.677653164858293,-0.269901727006525,-0.738829518253482,-0.371583899869347,-0.769127344284949,-0.146681451494,-0.568709129453484,0.800192495311396,-0.694298278689895
"041",0.147836085920762,-0.564738867114021,2.15273625344565,-0.410710644149243,2.88450142441126,2.29411838729473,1.71507571447097,-0.729044000461128,0.581465179444649,-0.737144174771653,-0.713090500401159,-0.473748666640776,-0.667949672017357,-0.633142633148352,-0.473739166872673,-0.592321593073725,-0.0575835756830005,-0.619459697095064,-0.191958431950448,0.229325546198359,0.742055335863207,-0.796899215236287,-0.730716445638097,-0.11360053538719,-0.796899215236287,-0.392956602111098,-0.796899215236287,-0.0430194869219098,-0.399107393834036,0.783351902410335,-0.595736096480123
"043",0.216828856024105,-0.504270710644764,2.22269008177857,-0.22434375107315,1.32748052240522,2.32925981459106,2.15918291436365,-0.66816541332409,-0.399344899959121,-0.756250599748533,-0.555102703376415,-0.195879913893134,-0.462816380112943,-0.621988539136037,-0.452682665175726,-0.725248325348654,-0.26405365223313,-0.268459126287993,-0.60684299973266,2.13560767390282,-0.323986516412014,-0.786053603281043,-0.769180684375401,0.0830322950532767,-0.779064008045601,-0.476435053060949,-0.801879909150261,0.0379483334826504,-0.514449248357306,1.23300419257711,-0.58853598144955
"044",0.661499894395884,-0.461414112962734,2.62869710805265,-0.353403928861698,2.15942404247553,2.06973567966628,1.69596154696012,-0.700387688360274,-0.426237065828742,-0.68999814373282,-0.51726540068742,-0.314832802837766,-0.695457130723903,-0.583438184497643,-0.356075651913977,-0.540211632561317,-0.218957599334648,-0.609699583512942,-0.628631006230353,1.8611069926696,0.619061930303553,-0.620324678586183,-0.718139443126794,-0.234523292269333,-0.775634318909696,-0.579396458452436,-0.476544145960187,-0.402478651964237,-0.464991259913291,0.34624342660512,-0.673688439900341
"045",0.536907330049328,-0.229937895479533,1.91690425337114,-0.734654330994023,2.27963105536673,1.99055081817287,2.48387811097287,-0.718377790588822,-0.327880568104653,-0.808918744210993,-0.142886841856472,0.0913979497148779,-0.710512537282463,-0.586456418282438,-0.322203517748901,-0.420935190496104,-0.461573045941243,-0.528949981864689,-0.645350841729599,0.520485661003043,0.344388284806315,-0.684103578281063,-0.804154008863139,-0.262784269005238,-0.804017799867173,-0.610877581925444,-0.623796492658873,-0.25887549473957,-0.520286131347666,1.72713711058817,-0.683747512777251
"047",0.331137297826473,-0.525252445018996,2.32597009117051,-0.240028144012108,2.07018956989031,2.08398035231694,1.82116368316561,-0.828121576079007,-0.406214242845574,-0.666766037274345,-0.769551091493455,-0.543767793105594,-0.68105362231429,-0.761122474122427,NA,-0.666093710962019,0.429057879200014,-0.528303000766944,-0.754222329591651,1.14774223990413,0.93773677187572,-0.521984346976565,-0.546655035478559,-0.604521253429478,-0.822989525167248,-0.1556177176814,-0.687484877798155,-0.13830900900969,-0.607958886517779,1.09132551632781,-0.782286282032226
"048",0.44481348988881,-0.535433249944929,2.43976175129076,-0.541424029795858,1.51455876754895,1.57424771219947,2.59267988544659,-0.685731422865247,0.290135390304225,-0.807918448638655,-0.635610552777956,0.0419508896553052,-0.730844954685155,-0.798141168938799,0.419864820747396,-0.748665690254682,-0.355621235428239,0.0993968288841679,-0.576627520650913,1.27886513852979,0.578066769846237,-0.959764437441205,-0.876314606853361,-0.45536625874386,-0.937652181597364,-0.646295656240872,-0.960139865416995,-0.255322118408233,-0.451831534440101,1.11602926325831,-0.43166577447758
"049",0.255177444338679,-0.484619068825786,2.75519168026741,-0.116519772863073,1.36279338375001,1.78354571768847,2.52809495600177,-0.688298804613743,-0.385767056199206,-0.698468816853082,-0.651807069017134,-0.0306359814894228,-0.330885850922496,-0.746443230141088,-0.575729277416223,-0.662925494454493,-0.372390267606708,0.0385260726499441,-0.528694245171574,1.10943737903192,-0.323327960065213,-0.926854156699944,-0.808524903907861,0.239304111390344,-0.957178747082994,-0.550618672211045,-0.976988495262681,-0.00769389962006787,-0.230253481342825,1.40157380529524,-0.419019298647128
"051",0.523172707641836,-0.353834315672322,3.45643339157952,0.0499562261367959,1.99984058957277,2.25678636401673,0.9151970892984,-0.646183218519588,-0.419296479122712,-0.598452799323653,-0.582684086425464,-0.131003356109096,-0.574820715021253,-0.318445486405776,0.253260314044295,-0.545036773204775,-0.0498936215430378,-0.491528171498999,-0.600660668033999,0.00748285093104661,1.19030944799654,-0.814562238598241,-0.780066534953754,-0.357827467044973,-0.812083398773888,-0.547820646196802,-0.824647211969889,-0.215889255084707,-0.31903768100682,-0.0285564339392694,-0.640108422768908
"052",0.249774271714874,-0.382880457600926,2.45399561329747,-0.43747251295321,1.6393793804782,2.75977420313055,1.80732611940042,-0.64422280981068,-0.031854971243511,-0.675540871485476,-0.304809550482182,-0.183489696271621,-0.607795588758452,-0.545938339634779,-0.399083733922153,-0.491067504232699,-0.477681656118799,-0.600860183323683,-0.521765391436432,1.96916883968721,0.192642660256399,-0.624682421653616,-0.675540871485476,-0.403510851032211,-0.675297290100043,-0.59588517895123,-0.573494277307795,-0.412555626456747,-0.507723001341572,0.371165695236547,-0.670073997598389
"053",0.765086042385877,-0.62599931132865,2.49583428253673,-0.539310748325311,1.87742675922994,1.76120700677631,2.22545245354821,-0.716174969806521,-0.456985033699938,-0.739802184097691,-0.750167053537965,-0.295832708854251,-0.797578004786673,-0.632343864487342,0.171101045036872,-0.740663422625644,-0.311362206704769,-0.405834702853779,-0.59543306328358,1.42101632056559,0.781445488374674,-0.650813145024735,-0.779543275811584,-0.464301840391828,-0.822560630976372,-0.610835591812126,-0.519382643917828,-0.0475936237356604,-0.508818607955665,1.0262126039217,-0.513445368357989
"054",0.38322361146217,-0.56217173474321,2.34639707991196,-0.558121362807197,1.716040932576,2.27654548870481,2.65910311360088,-0.554032058232351,-0.243387337736326,-0.605591681975041,-0.474146722231871,-0.319646203932571,-0.403710491947844,-0.569733463681165,-0.14351859143653,-0.628121563369346,-0.354513967485747,-0.506203346645023,-0.548160034980242,1.01248988620631,-0.324662591616668,-0.737629499820401,-0.685238225639625,-0.172870749323603,-0.69333702864679,-0.597464735708058,-0.737629499820401,-0.180812600346485,-0.441288273100945,1.29449488241627,-0.646303229650959
"055",0.617578725681873,-0.536997291450532,2.34876301770074,-0.00444836902593365,1.59203137153146,2.03162334389733,2.11874655823817,-0.828490457084327,0.0427021810668792,-0.832913080614267,-0.443400711412094,-0.337060323556662,-0.217706917071873,-0.659864669872843,-0.156065504575459,-0.820030470492765,0.00767373071930961,-0.217364415195746,-0.547240946616452,1.43347316981099,-0.108290952157507,-1.05394163609989,-0.876513197593273,-0.216558418032036,-1.15599938459066,-0.52887017023778,-1.26590743213402,0.217483978137194,-0.26933556028149,1.30569262517348,-0.638768793861812
