"","AKT (pS473)","AKT(pT308)","Bcl-2","Bcl-2 (pS70)","Bcl-xL","Bim","Btk (pY223)/Itk (pY180)","Btk (pY551) & p-Itk (pY511)","Mcl-1","MEK1 (pS218)/MEK2 (pS222)","MEK1 (pS298)","mTOR (pS2448)","NF-κB p65 (pS529)","p38 MAPK (pT180/182)","p44/42 MAPK (pT202/Y204)","p53(pS37)","p90RSK (pS380)","PLC-γ2 (pY759)","Rb (pS807/S811)","S6-ribosomal protein (pS235/236)","SAPK/JNK (pT183/Y185)","STAT1 (pS727)","STAT1 (pY701)","STAT3 (pS727)","STAT3 (pY705)","STAT5 (pY694)","STAT6 (pY641)","SYK (pY525/526)","TBK1 (pS172)","Tyrosine (pY100)","ZAP70/Syk (pY319/Y352)"
"056",-0.0580866322891735,-0.527209362922358,2.22423619628062,0.000975371420411006,1.71291837622766,2.04519071579434,1.65075573812146,-0.740222296871533,-0.263964934726048,-0.739658935174113,-0.623638994172226,-0.35994297754128,-0.430293666555376,-0.669767463624165,-0.196532451600824,-0.721964249213189,-0.380539244952296,-0.379356679745035,-0.51911064064721,2.67376006417464,0.71215068955992,-0.74588831959744,-0.710714350558576,-0.348796354021262,-0.769444604424372,-0.411693399119827,-0.791811228466039,-0.167679983663556,-0.522869650619408,0.723696051618219,-0.664496782691963
"057",0.133881496549162,-0.474208179411557,2.0294714750784,-0.416294347331199,1.49950029611558,1.41262154880167,2.11803800356489,-0.757203515338808,-0.0248217190945174,-0.788885637661713,-0.668998732279795,-0.136183588700326,-0.509226927353186,-0.757935978980795,-0.0301167964010494,-0.797125922505857,-0.328058733559181,-0.217165917597222,-0.600046462457611,2.73708037612552,0.71919403591275,-0.828588406496287,-0.7517611952353,-0.285677639475917,-0.843420460159125,-0.427122127226187,-0.8619077963653,-0.13830434168062,-0.520678672637512,1.17527613718399,-0.661330271382896
"058",0.649912655438999,-0.668948538264763,2.30768070215755,-0.247250099044666,1.59798445258974,1.68334766479239,2.3945730765682,-0.709033561796624,-0.283256453873998,-0.813196486058808,-0.626929973022758,-0.382390773484629,-0.309201943824026,-0.688410551219568,-0.246671729558623,-0.865110029749465,-0.204897988559607,0.153527141487558,-0.571488654338644,1.50497791095792,-0.209867497540694,-0.979068581868582,-0.837806289937932,-0.0368688289950861,-1.02721114687732,-0.483138584844508,-1.1186245176984,0.249223561445436,-0.340753915327725,1.49363577709119,-0.384736796642557
"059",0.2435342854074,-0.54018030379792,2.76085699945094,-0.490344650747464,0.97649020675174,1.407694668064,1.82374861712629,-0.54018030379792,-0.415775266230984,-0.54018030379792,-0.54018030379792,-0.401775101835909,-0.524109809927318,-0.54018030379792,-0.338559709225723,-0.54018030379792,-0.288515959819921,-0.49784528754156,-0.53486069914945,3.16357586625334,0.199081395304866,-0.54018030379792,-0.54018030379792,-0.308373983286703,-0.54018030379792,-0.54018030379792,-0.54018030379792,-0.424623193570255,-0.500789972308634,0.632755240860386,-0.54018030379792
"060",0.608548751083273,-0.579756894832867,2.2470678102811,-0.593591360377108,1.50547675789559,1.72972574848607,2.33256440049009,-0.668965443262038,-0.380092447822976,-0.749460497932989,-0.644717784963605,-0.134456062568943,-0.710148333993245,-0.646838303698444,-0.452775034915299,-0.670984334783906,-0.413455723071291,-0.418576928834444,-0.49776789470876,1.84270247629131,0.237078141040083,-0.599919963402271,-0.696392627247002,-0.342919990210687,-0.739486775621083,-0.565768901938871,-0.597131472227092,-0.213633794000217,-0.443188197861847,1.80395594668358,-0.547091263976115
"061",0.586704193072945,-0.37410898678483,2.28541973797321,0.611489170768019,1.47654742185156,2.03305107023481,1.56377419714275,-0.947124685980415,0.365720020182353,-0.783966383964398,-0.271908982656436,-0.28196527439481,-0.180304354553317,-0.515722408097529,0.150318774333243,-0.766893174280057,0.286415864066538,-0.402716401966801,-0.409601847033872,1.24166354469836,0.039066279127245,-1.0185752524453,-0.95068853965658,0.312501441362512,-1.54952264605734,-0.49764266086957,-2.11615186816596,0.233104840636062,-0.178846934699057,0.818254558353671,-0.758290712197005
"063",0.814770938097246,-0.370687670498051,2.7749980961271,-0.258146421992858,1.91704026013888,1.86927068335922,2.27138570922623,-0.734613768971188,-0.174341418385854,-0.677975252314436,-0.618810468383856,-0.119155088046022,-0.466458047808292,-0.680021219661959,-0.452340459150183,-0.653908358968548,-0.00480347502779503,-0.393588471390851,-0.35179696374601,0.188139121979599,0.0121215101962402,-0.913000614991759,-0.805950510471927,-0.277887407095545,-0.999688082898921,-0.456042241213543,-1.06695190449553,0.224665070209306,-0.163895196429018,1.25985907388151,-0.692187421273184
"065",0.652853518224626,-0.684441024706118,2.35279075004816,-0.205412321726683,1.79927744417219,1.88153849553076,2.39295567398978,-0.717833597286182,-0.353410921629342,-0.830264921057049,-0.713786077217556,-0.151543391480712,-0.487349402350715,-0.679889733798471,0.0824437812889237,-0.818525168583357,-0.28794636976917,-0.216425831597238,-0.562403054489346,1.03665720722997,0.691678872452999,-0.912820714884412,-0.866960774330031,-0.355431456374966,-0.81553609276365,-0.558152658761844,-0.939783187540159,0.0124244143455125,-0.416382795020043,1.28870558757224,-0.617026249488111
"067",0.222638860996681,-0.365027400087235,2.76499925143989,-0.178252008456396,1.52797500663179,1.87772093070146,2.08602060034645,-0.712493008848407,-0.110748291220319,-0.676705734175061,-0.596428594931184,0.0690565608516708,-0.340373125110539,-0.688171224672009,-0.616739504303642,-0.616507634557621,-0.282234394884716,-0.336139028479925,-0.432337945043647,1.95625168034292,-0.300886179800412,-0.897832914416973,-0.817255684477796,-0.0390914388130569,-0.957938794055987,-0.556917626336727,-0.960746171952932,-0.0695184428138457,-0.14239865063798,0.892968847659793,-0.702887940894237
"069",0.814728272534392,-0.49899630665769,2.70421621000742,-0.126265447784476,1.70687995094987,1.97025307178794,2.16506439189158,-0.723486151691623,0.0293123610201725,-0.680971446829185,-0.635096380193992,-0.123136956829291,-0.519011027773649,-0.698533727190554,-0.452438084957212,-0.727688186611499,0.040509959388335,-0.410439215984557,-0.497988557760232,1.07946068906559,-0.0716863808259817,-0.931392189642991,-0.863007576007129,-0.338446429957467,-0.977680814653465,-0.500765088148636,-1.0541971422833,0.152203753030165,-0.246895987615775,1.09484642997737,-0.679351990254123
"071",0.368926966130813,-0.578615412167075,2.12053966564165,-0.615036185465342,1.33921280440636,1.19979929122639,2.43707133202157,-0.650427661846054,0.104165654534017,-0.808475680025309,-0.714335108577789,-0.0189402230292864,-0.692928409796935,-0.687732864972125,0.427442423080532,-0.756433768925458,-0.184176434605665,-0.115778843352388,-0.564605333418506,2.42364553179083,0.536148882223172,-0.93195062798899,-0.838543051028113,-0.177439634104159,-0.902212338878432,-0.660266821912281,-0.934514295607944,-0.252185391288994,-0.47564132293997,1.15304212114169,-0.549755262266202
"072",0.485563296447504,-0.327607097726208,2.42857330571583,-0.44337714943395,1.48706509871286,1.8473235202102,2.05286031938323,-0.805518159337752,0.0768775558056382,-0.994604643175754,-0.868084883518301,0.275583322534686,-0.558549353096019,-0.591529711789152,0.784826433935615,-0.641747087387497,-0.296878690998437,-0.24566667870306,-0.421816346364529,1.18836164156787,0.674735145937181,-1.11093153303197,-0.880399999623919,-0.318221457435076,-1.18608096158968,-0.594347231706162,-1.16778708723107,-0.185964451902917,-0.304914749874187,1.26953596740725,-0.627278333732248
"073",0.444449768528427,-0.49866113718783,2.42683229134125,-0.552529559660926,1.92816648057165,1.96755302630557,2.49451763730302,-0.677726574638773,-0.201929313276424,-0.646755857270638,-0.668678131359424,-0.320168115784703,-0.672777033349255,-0.719197467172361,-0.35665944319536,-0.616184559846269,-0.446311849516787,-0.513132316368197,-0.57767941993435,1.37246568098191,0.39843735189536,-0.591998527408533,-0.679853305637013,-0.353662182153046,-0.759369336977059,-0.519823439518345,-0.432143174509329,-0.261081854680966,-0.429986221581745,1.07807725566042,-0.614190671560269
"074",0.30465995616641,-0.478838055727945,3.0466777918399,-0.328337695871993,1.32188274073745,2.05623943274869,2.4162319603673,-0.687378648194902,-0.405180270021409,-0.703674613828319,-0.722326050175113,-0.25520530835438,-0.723955842578809,-0.689423443113584,-0.202449184258152,-0.59133557580423,-0.227871423822173,-0.390264560588286,-0.577704213399603,1.12822825320934,0.503524619317496,-0.652112400377107,-0.697709495162762,-0.262439104395895,-0.778605095050085,-0.595706182149548,-0.462944146785314,-0.246013714550349,-0.309015144593172,0.800635949569376,-0.589590535152826
"075",0.769606347289504,-0.464525625711946,2.45898594172832,-0.313476048109831,3.4905633855975,2.1515980023158,0.931910719263586,-0.617225414344956,0.0158490051750493,-0.575666509950206,-0.622521134689455,-0.512341361977322,-0.649948270689672,-0.468374060372357,-0.201337965711124,-0.56715659230425,-0.108365058991589,-0.559738535817332,-0.533198071342225,-0.015850452711014,0.515499128610601,-0.553453403836578,-0.503833038220617,-0.439261063620065,-0.656995457743344,-0.387915243812174,-0.378730248564561,-0.140857575989397,-0.525071847699565,0.0504221799740849,-0.588591727744862
"076",0.369824137995906,-0.490672480364428,2.86809325293631,-0.313563737614306,1.71130550553558,2.28495599498271,1.91578144524049,-0.676133222895083,-0.349186138882643,-0.617445639319167,-0.687542587970112,-0.275441540032284,-0.662157277928788,-0.670101032324594,-0.450575314233298,-0.55544459534222,-0.376742667863191,-0.480611654960439,-0.558335912183293,1.6342614664827,0.391449509846752,-0.567091331720559,-0.664612739385975,-0.415467265400887,-0.75827718358383,-0.499916069302707,-0.419612089727195,-0.333798628828166,-0.410452707415744,0.678103028783137,-0.62059252452467
"077",0.891845163588485,-0.588897237497279,2.93377350997755,-0.045297917506173,2.27132424689989,2.3508939041113,1.09771856254518,-0.674362571747038,-0.24568365791203,-0.757830251596972,-0.694863983062272,-0.102641551643781,-0.384440346321376,-0.535980049303628,0.116509928942062,-0.756136491177531,-0.384249597931714,-0.669631257493063,-0.454999716978433,0.490804886160288,1.05551023484483,-0.832342990280663,-0.776927397873433,-0.352327550356043,-0.75936980051807,-0.495951321168143,-0.865015384201974,-0.00507897789375521,-0.192471616615182,0.111715182876988,-0.745595950868019
"078",0.461857094492537,-0.556928284905565,2.30122388957674,-0.396333208720415,1.52631603824518,1.91687525020542,2.53867054826067,-0.725209452967795,0.0520743180908548,-0.665893105404813,-0.593866459704546,-0.0442355673572726,-0.450317161592648,-0.694051295501042,-0.367643465581964,-0.725229352761473,-0.149775094652398,-0.190248625829638,-0.581470138648374,1.46491314188974,-0.321720155364556,-0.889189847363798,-0.799013026779072,0.00337301479834958,-0.875438439065471,-0.614370359458488,-0.875179652420724,-0.0526706444203471,-0.512950258717695,1.48486565919575,-0.668435357537149
"080",0.77321925442101,-0.440917446638815,2.37333301919373,-0.454068792446972,3.46328151064425,2.11294640004975,1.19937633325737,-0.627618525229334,-0.0976642154669752,-0.576905916551962,-0.622865599019419,-0.486701055286715,-0.664978272985946,-0.474965920104363,-0.154825380163649,-0.574218129119527,-0.182706620038733,-0.506811901663818,-0.547066916462651,0.121962017393301,0.48421545365343,-0.545850944857802,-0.529389870269385,-0.536221596728287,-0.656819070806667,-0.373114057561825,-0.396383157221197,-0.141459259715267,-0.53617018445586,0.166300889869955,-0.566912045687633
"082",0.426373866901187,-0.591044743984301,2.44755301140387,-0.639364958052708,1.98025196204481,1.86036777081434,2.31665222183428,-0.655627859105935,-0.291237917691727,-0.75470324675278,-0.662822858959831,-0.157451512614866,-0.734213067477675,-0.61722492758653,-0.345983326581336,-0.664243440435533,-0.40944336016373,-0.493614903486679,-0.450227158338184,0.880151875601724,0.414182436580196,-0.601607826387769,-0.67137892141777,-0.343476098708799,-0.75470324675278,-0.538306575903063,-0.560578648163606,-0.165921044626052,-0.393735340593022,1.75997596907769,-0.588598130473415
"083",0.215165976629408,-0.526500047575307,2.44628353532831,-0.444714651324701,2.66548113851134,1.30323062765651,1.82394304970262,-0.639702887787837,-0.169881963298472,-0.589006800348793,-0.639702887787837,-0.466754078065397,NA,-0.639702887787837,-0.209047889093135,-0.639702887787837,-0.305883031024137,-0.486185841627592,-0.554764490241868,2.05196925346718,-0.388849109389423,-0.639702887787837,-0.616615683059623,0.376067185641989,-0.639702887787837,-0.545940787439064,-0.639702887787837,-0.366195845519752,-0.58532297110394,0.452814892500383,-0.601372255811678
"084",0.610992302049985,-0.693385879133073,2.39603444437533,-0.260104646344637,1.84944530045171,2.19697027646572,2.0593319172019,-0.686831293765262,-0.213778704943491,-0.78145580438971,-0.654223197178135,-0.185225062426347,-0.569409133529471,-0.587939963915933,0.0616509563813095,-0.73461222336486,-0.387352558673057,-0.348875630378476,-0.662731342611003,1.62745921507121,0.588400814408545,-0.855157167444198,-0.789689930374085,-0.317403265424046,-0.730612052603265,-0.528536378771937,-0.864621243303013,-0.0963125367898418,-0.535902888041257,0.761942996721469,-0.668067319722087
"087",0.214780461817211,-0.577255197555073,2.13131837141023,-0.483539887043473,2.07057391480962,1.74807702909845,1.80482871464117,-0.638165537742674,-0.354301130825701,-0.662078772323344,-0.598233958149619,-0.381205091336054,-0.595709760262865,-0.666552825746512,-0.381788085670448,-0.625318455557572,-0.279213208136433,-0.492543186897342,-0.537416381849911,2.64564395895319,0.624708178638082,-0.665360097606608,-0.611102210146539,-0.451941759813015,-0.659175893977449,-0.369893609024336,-0.694337066343478,-0.203068701767499,-0.536521724855303,0.821731376506295,-0.596939463242994
"089",0.237173825554158,-0.59340880579432,2.46375084382473,-0.376560405559774,2.49499497828562,2.17382757379721,1.69178187984124,-0.70593477106857,0.00102842733506306,-0.719564966398701,-0.651814253715414,-0.267833381507667,-0.638777817670908,-0.718606236770054,-0.334342849405935,-0.698245844550007,-0.252963229668761,-0.549906581621914,-0.523581092710587,1.2785319934483,0.977941697240432,-0.68510640479231,-0.636149004084831,-0.320041809419087,-0.724657891063177,-0.350203831507734,-0.769948081208246,-0.188726098404028,-0.52092270564426,0.574945322951447,-0.666680479711906
"090",0.397916060067766,-0.572794904254464,2.46722505462817,-0.56169116080014,1.88973593126366,1.82603030639077,2.28984681013795,-0.693223177894595,-0.288755176048709,-0.747911169528229,-0.690715117746599,-0.154727960369527,-0.732822425490451,-0.670008712469711,-0.43286486333379,-0.626498125564021,-0.31968487655146,-0.433204150526827,-0.361753331962464,1.14029250413853,0.322388800771449,-0.591528410098252,-0.723915859441386,-0.408484579004761,-0.747911169528229,-0.550606445998523,-0.594062537647353,-0.178314715668893,-0.416060762955376,1.7669917835926,-0.602887618107137
"091",0.254315124391798,-0.596349198681884,2.66339764478387,-0.405442407307409,2.34508308782244,1.94752348021351,1.94408047814315,-0.663937372578547,-0.365056012095687,-0.701997966667553,-0.61956579175578,-0.313447499764194,-0.589248800265094,-0.701906765101214,-0.313545790056851,-0.663358003178251,-0.260444300517098,-0.451626944616757,-0.510456462352685,1.18997696574906,0.869512834705119,-0.69421398976897,-0.643140597313093,-0.453473134440273,-0.714314155458379,-0.336604514140928,-0.726034437923148,-0.158690937664419,-0.528549072098666,0.820660258283719,-0.62314572034579
"092",0.462490930545516,-0.456320434973538,2.97616390535327,-0.271314378872359,1.52145353832056,2.27033481084126,2.49229927504114,-0.588522851147591,-0.414189941486249,-0.638261033408244,-0.469864248502624,-0.239715413840285,-0.586179534962662,-0.591330975464828,-0.426414113529564,-0.569911902098941,-0.54343315919953,-0.390077044158775,-0.469847935814642,0.830937487103034,0.158890961858681,-0.563391356954667,-0.638261033408244,-0.454843385574319,-0.634488351972799,-0.57304446559295,-0.544455915003132,-0.311608791857026,-0.492980425775737,0.736427471607718,-0.580541687072479
"093",0.343521223577913,-0.611526059625548,3.18456517621319,0.331788995947245,1.61627517342717,2.28543900682493,1.33046768076169,-0.830067107028835,0.0208018265341019,-0.751749933794581,-0.442584890204009,-0.224438603836807,-0.510510791707795,-0.661387154250148,NA,NA,-0.157058381364656,-0.564479430710546,-0.660038614641572,0.806638538539394,0.205952433492062,-0.833800527233954,-0.696084017415677,-0.184321387280308,-0.868283214931993,-0.623913662310063,-0.868283214931993,0.114946346935144,-0.490357490317693,0.40830015003551,-0.669812070702181
"095",0.313362632755809,-0.542014282549229,2.97366148143609,-0.519928517801577,1.79510414446387,1.92176369576803,2.50109534928404,-0.565938637418219,-0.344339943992561,-0.620148153179697,-0.607777438786522,-0.183948079976842,-0.571662190990014,-0.608247133228062,-0.390440805290811,-0.611723539907441,-0.544622380867671,-0.439683585510101,-0.410528553173135,1.18922987862128,0.292484306143437,-0.541583668065976,-0.613696239934037,-0.423401363314329,-0.609566304774117,-0.539800457917248,-0.502463346913627,-0.312446446913175,-0.422746847665338,0.550024938476874,-0.610018508779699
"097",0.202391589890954,-0.520793084987823,2.95328798053041,0.57100076843025,1.29187922937064,2.44888541222308,1.76285965055048,-0.756390774504726,-0.0752665761446051,-0.848705983763602,-0.700200510281392,0.0176815875512933,-0.497283538458042,-0.682569251394596,-0.093530660297984,-0.723139706284317,-0.367535155534339,-0.257840130141423,-0.56223103823891,0.701657316311523,0.827788664651717,-0.942201389490604,-0.790749300709237,-0.164035921292089,-0.998066561155463,-0.580547052333368,-1.01305170348347,-0.217657311017111,-0.227407375392213,0.865773174275938,-0.624002348880972
"099",0.164294563710149,-0.491090766932764,2.84078071817477,-0.311285817594662,2.49467789583499,1.78418220972718,1.07399268122559,-0.635308732210727,-0.401635505171565,-0.635308732210727,-0.576310757569252,-0.317204287980937,-0.567124045583832,-0.620811794017061,-0.254206875634374,-0.635308732210727,-0.240644046555691,-0.597717060664713,-0.488513290909635,2.0632981882441,0.959412773184378,-0.635308732210727,-0.621490233425562,-0.446639792968932,-0.635308732210727,-0.383917412863253,-0.635308732210727,-0.188175870801339,-0.460946837588071,0.0342364916355714,-0.635308732210727
"100",0.139499219074408,-0.517978717106211,2.9202152576134,-0.359542780323049,1.52886652737743,1.17578273500172,2.12566290071032,-0.696185183370553,-0.179456006387885,-0.678365052186411,-0.660165664532181,-0.26686016310387,-0.649298103506655,-0.645150312777515,-0.0242536250834047,-0.721817781580369,0.0337425630136631,-0.296249352172123,-0.599948084387454,2.42551674520385,0.099772169920864,-0.724458639399092,-0.767539771371418,-0.0843932384765677,-0.811042832263334,-0.627626661487758,-0.669950367761346,-0.205953023418581,-0.478496275901074,0.705868869700419,-0.490195351019231
"101",0.139963638026576,-0.463510545253325,2.6251040113037,-0.336848711378601,2.71891469031639,2.00501399628392,1.59103375832136,-0.773877897454316,0.138707841727934,-0.753802310380206,-0.649892891766764,-0.353764644786274,-0.63994330057511,-0.630012843743849,-0.381942115687376,-0.54849904219346,0.00864117332941338,-0.668592341574807,-0.281871803808214,1.03131086242824,0.785546022974472,-0.799325483992886,-0.799325483992886,-0.252150145744795,-0.799325483992886,-0.440226333567757,-0.799325483992886,-0.152703220434061,-0.335915030255392,0.481315568974839,-0.664696449110985
"102",0.41850155285948,-0.454878430555075,3.01448865056557,-0.554995209680039,2.17596324449434,2.00589198358369,2.35282964245508,-0.585217917070561,-0.217632299657388,-0.62728507175416,-0.496752730480045,-0.229060101054703,-0.627202551366764,-0.560240338557632,-0.350247123469046,-0.560465983412955,-0.517402723544729,-0.50873292085967,-0.426656223327703,0.446973958166047,0.387238033987789,-0.546660520934391,-0.62728507175416,-0.36226248638297,-0.62728507175416,-0.542710634665047,-0.508533120478854,-0.304644785188216,-0.408133473297941,0.469682794888374,-0.62728507175416
"104",0.326851451876313,-0.33316287697498,3.5606758039177,-0.215403947993399,1.86509857559097,2.1415658699948,1.56762560627571,-0.6507337312777,-0.0252768511520471,-0.625626453273746,-0.610050716208749,-0.17403186507216,-0.555482832591498,-0.581325440961293,-0.330389125859883,-0.629582594196138,-0.309571993060168,-0.493828333526835,-0.539577393953945,0.81978630379879,0.330193830081469,-0.642485349981897,-0.7327166135381,-0.267512115651808,-0.742464854087918,-0.509494248829243,-0.541087770254033,-0.246971647758115,-0.388237729111059,0.158783615823081,-0.625566572044133
"105",0.729868976062869,-0.586109876697778,2.45324861559206,-0.574612449372419,2.3954698059571,1.7637932868912,1.95114219386512,-0.697856369821206,-0.168784294113422,-0.732911534808414,-0.663384524894651,-0.351948843062973,-0.818610042048349,-0.597336566946699,-0.296008691828715,-0.690545065630501,-0.178900655918881,-0.332451698300832,-0.655183891083115,1.1025746357085,1.29418806998292,-0.794421760433666,-0.627445554583873,-0.391463822509127,-0.765745197634895,-0.5439775577356,-0.491487404596982,-0.162558242761863,-0.604421674313309,0.632064068712369,-0.596183933674868
"106",0.282152227884054,-0.602126094330147,2.26499282549227,-0.499809977390548,2.31770378672392,1.9042411079372,2.19939640234812,-0.682262955919602,-0.208879173799344,-0.712267518798323,-0.632797232865364,-0.348650056532833,-0.656141145892303,-0.702545806914943,-0.426996205087718,-0.666000370329869,-0.271531897398005,-0.388674826153878,-0.517583903382673,1.37291807032222,0.933136109069192,-0.716824069980531,-0.696253459813987,-0.487287045894425,-0.697189101236542,-0.309550189196354,-0.735866571754609,-0.138001689069994,-0.550942174861816,0.978663085840398,-0.605022149013559
"107",0.150465779778842,-0.396045213857782,2.60431346834752,0.0276200258185539,1.57182800760408,1.92368299939399,2.08864413378217,-0.779939721515122,-0.0983772413930463,-0.854140952812564,-0.766066326555965,0.0381399912224577,-0.57106401735905,-0.8283511556388,-0.219930869294716,-0.737315126485467,-0.388430898643193,-0.282480080667062,-0.491782795699689,1.38582756298685,0.796879901072626,-0.913323415078714,-0.802959677689407,-0.240540632559455,-0.928110170588124,-0.561664519588771,-0.956751970349063,-0.143718785447716,-0.311397275077686,1.33098967674675,-0.646000700452445
"108",0.055490186586641,-0.659279609805003,2.30172349351024,-0.173369051869461,1.19818944608641,2.04574317013082,1.67701404542137,-0.742576285445883,0.262745107152812,-0.765441844464022,-0.664903198616977,0.0843081059684431,-0.6005805883936,-0.749555920049963,NA,NA,-0.524210148105079,-0.378274498062135,-0.553768611363033,2.35991001128442,-0.158804430204551,-0.785969586000263,-0.625090970516316,-0.20396306825421,-0.824695937762279,-0.60259170310194,-0.854902461196184,-0.165560262670767,-0.503915608595152,1.18338334477901,-0.631053126443344
"111",0.230922368196581,-0.53138433682807,3.23782691020258,-0.469240257626751,1.99466961231786,1.95074254945836,1.45460937117674,-0.598788537580956,-0.412342064893322,-0.594470154903958,-0.588933214079523,-0.394089822352492,-0.451433931087055,-0.575443739217831,-0.322588399119109,-0.558694966826562,-0.418069053114251,-0.508196821638437,-0.423035506866309,1.89806659043336,0.411265797011902,-0.549044824631952,-0.609670077169028,-0.315356552858337,-0.626950397379169,-0.497361023612959,-0.520167030855738,-0.405483279010802,-0.407115768356656,0.151794939562476,-0.552038378350594
"112",0.0350361116875043,-0.548137859304938,2.32935828129059,-0.589192597489481,2.69498720397425,1.52208122081957,2.18400309381769,-0.598343812205084,-0.350851320480941,-0.58525562232504,-0.593346739328301,-0.484232453520772,NA,-0.598343812205084,-0.361903726296663,-0.598343812205084,-0.475084503819584,-0.338631269814221,-0.534312943940534,1.56832968302232,-0.46118961715022,-0.598343812205084,-0.598343812205084,0.486851021523834,-0.598343812205084,-0.516962124258924,-0.598343812205084,-0.274593894245878,-0.581659702672421,0.609589667842539,-0.546475223894798
"113",0.376401366688129,-0.414030563487023,2.68590039300865,-0.426950596257587,1.45723720665698,1.63833947642763,1.71667204851706,-0.780958927924145,0.408017951276119,-0.848170956863586,-0.734573733928832,0.0814931748945996,-0.468846299935789,-0.587877590411115,0.879711454124456,-0.744789512053532,-0.399916093156188,-0.551884362929472,-0.529340024559043,1.92495378998974,0.674950340583485,-1.00610386309733,-0.833333527124461,-0.505581755234618,-1.00751874355446,-0.546448759212094,-0.989474339423052,-0.234047573004297,-0.322310170508925,0.84314864861717,-0.754668458118485
"114",0.111588092444465,-0.556134593427144,1.86320448709051,-0.590666142837919,2.59003129799377,1.59470855364351,2.18781617113153,-0.606819922066798,-0.316085063004417,-0.603910998159561,-0.53663005981818,-0.454581977751218,NA,-0.606819922066798,-0.408464106885991,-0.606819922066798,-0.495669005295385,-0.368881497005772,-0.557888366373486,2.17673010422864,-0.389072547216539,-0.606819922066798,-0.606819922066798,0.314375835805242,-0.606819922066798,-0.517907815115335,-0.606819922066798,-0.317300781483273,-0.594452200236206,0.652508304661513,-0.53557823792118
"115",0.144190506080987,-0.482609284682623,2.3991694402255,-0.283763924744153,2.80929765331444,2.07590079608463,1.66361896302846,-0.77305018826124,0.221946545201116,-0.763006609441283,-0.626298625015094,-0.374369921189829,-0.734097781394534,-0.686193924354579,-0.429930215936126,-0.602009383381346,0.0154381501573841,-0.63506607163847,-0.256351871035557,1.07022362386895,0.699336086426454,-0.77305018826124,-0.77305018826124,-0.273572347859816,-0.77305018826124,-0.444963925650568,-0.77305018826124,-0.169553940166516,-0.361899479925142,0.532013880378972,-0.642197397045062
"116",0.0995035664209624,-0.437713745812995,2.70207547641338,-0.423431480989921,3.19866953024658,1.77221269807463,1.99087519712915,-0.586077791731196,-0.305679866326822,-0.536244890473854,-0.533876878822653,-0.427034743735073,-0.508103189952414,-0.508744241610379,-0.380738878745012,-0.526152733813976,-0.322714256508103,-0.422099104215083,-0.451108350959357,0.199724127651756,0.533271091130195,-0.587784702668167,-0.464894357788988,-0.429562529802814,-0.563352901801471,-0.449940927669108,-0.585756987384958,-0.273676049175998,-0.392921644567467,0.0669473726973697,-0.445668805208204
"118",0.211397691598498,-0.52500447431651,2.3099379152297,-0.207006526744982,2.56408077951819,1.69962158505551,1.41635919981062,-0.787320817474672,0.231290716288086,-0.676369446874485,-0.72205111158692,-0.230771054440587,-0.842615619836463,-0.660770843092313,-0.319032190029296,-0.494791924071843,0.0467545984387258,-0.660869180040195,-0.323403380420565,1.58624906193143,1.02921240993565,-0.86590759598237,-0.65403717476852,-0.220744813814968,-0.908666559083117,-0.41064210483234,-0.859974153798822,-0.225547804552026,-0.920827150812274,1.09568331370085,-0.67423334493398
"119",0.311290526081577,-0.495960587607401,2.54789100777967,-0.506191147988342,2.779577582757,1.82636822621287,2.49062133754822,-0.610312162760438,-0.440226408131295,-0.58047850500947,-0.553155191006204,-0.449876527661581,-0.538452043375124,-0.54410250331595,-0.403229665151021,-0.533780212474489,-0.390819460380858,-0.283658456932519,-0.479182106760508,0.567193437251549,0.404936014232855,-0.602119398922132,-0.498222367408372,-0.385299651895173,-0.636407988909897,-0.440709975026971,-0.628230719010478,-0.23584634276272,-0.487228022992474,0.200818075646939,-0.405206762027251
"120",0.339562744275312,-0.599162265746487,2.17234632760723,-0.530120500545963,2.49760132821951,1.89743560835931,2.29117733710668,-0.660203950950229,-0.279234393562034,-0.687944139512403,-0.633437603554562,-0.41177172933856,-0.578448300747278,-0.673575304692098,-0.350009595123248,-0.686925476622823,-0.349005996179356,-0.417730312273868,-0.495204653054297,1.28761840036569,0.835533489364359,-0.687944139512403,-0.65479520772983,-0.374870554643653,-0.682671140499838,-0.395982077208604,-0.687944139512403,-0.14345626356986,-0.57397561042214,0.852692969909144,-0.619554850205292
"122",0.321446100777409,-0.386893855634244,3.36444025941609,-0.343903657378165,1.65599485699871,1.94075814263303,1.80814230484683,-0.688513928554352,-0.103106744234439,-0.664058118937812,-0.683910223222192,-0.147347182378264,-0.613202086522569,-0.673364658718479,-0.338854492150788,-0.660700269453644,-0.255968348766271,-0.478300012215521,-0.588624552409872,1.3336009966883,0.241298136831363,-0.667351030606902,-0.742916083742492,0.318589250371475,-0.762377873271798,-0.532965081161919,-0.590397769061064,-0.280755562820656,-0.488820134333286,0.394698417678757,-0.686636800667229
